season,episode,title,object,present
13,S13E07,Peaceful Haven,guest,0
13,S13E07,Peaceful Haven,half circle frame,0
13,S13E07,Peaceful Haven,half oval frame,0
13,S13E07,Peaceful Haven,hills,0
13,S13E07,Peaceful Haven,lake,0
13,S13E07,Peaceful Haven,lakes,0
13,S13E07,Peaceful Haven,lighthouse,0
13,S13E07,Peaceful Haven,mill,0
13,S13E07,Peaceful Haven,moon,0
13,S13E07,Peaceful Haven,mountain,0
13,S13E07,Peaceful Haven,mountains,0
13,S13E07,Peaceful Haven,night,0
13,S13E07,Peaceful Haven,ocean,0
13,S13E07,Peaceful Haven,oval frame,0
13,S13E07,Peaceful Haven,palm trees,0
13,S13E07,Peaceful Haven,path,1
13,S13E07,Peaceful Haven,person,0
13,S13E07,Peaceful Haven,portrait,0
13,S13E07,Peaceful Haven,rectangle 3d frame,0
13,S13E07,Peaceful Haven,rectangular frame,0
13,S13E07,Peaceful Haven,river,1
13,S13E07,Peaceful Haven,rocks,0
13,S13E07,Peaceful Haven,seashell frame,0
13,S13E07,Peaceful Haven,snow,0
13,S13E07,Peaceful Haven,snowy mountain,0
13,S13E07,Peaceful Haven,split frame,0
13,S13E07,Peaceful Haven,steve ross,0
13,S13E07,Peaceful Haven,structure,0
13,S13E07,Peaceful Haven,sun,0
13,S13E07,Peaceful Haven,tomb frame,0
13,S13E07,Peaceful Haven,tree,1
13,S13E07,Peaceful Haven,trees,1
13,S13E07,Peaceful Haven,triple frame,0
13,S13E07,Peaceful Haven,waterfall,0
13,S13E07,Peaceful Haven,waves,0
13,S13E07,Peaceful Haven,windmill,0
13,S13E07,Peaceful Haven,window frame,0
13,S13E07,Peaceful Haven,winter,0
13,S13E07,Peaceful Haven,wood framed,0
13,S13E08,Mountain Exhibition,apple frame,0
13,S13E08,Mountain Exhibition,aurora borealis,0
13,S13E08,Mountain Exhibition,barn,0
13,S13E08,Mountain Exhibition,beach,0
13,S13E08,Mountain Exhibition,boat,0
13,S13E08,Mountain Exhibition,bridge,0
13,S13E08,Mountain Exhibition,building,0
13,S13E08,Mountain Exhibition,bushes,0
13,S13E08,Mountain Exhibition,cabin,0
13,S13E08,Mountain Exhibition,cactus,0
13,S13E08,Mountain Exhibition,circle frame,0
13,S13E08,Mountain Exhibition,cirrus,0
13,S13E08,Mountain Exhibition,cliff,0
13,S13E08,Mountain Exhibition,clouds,1
13,S13E08,Mountain Exhibition,conifer,1
13,S13E08,Mountain Exhibition,cumulus,1
13,S13E08,Mountain Exhibition,deciduous,0
13,S13E08,Mountain Exhibition,diane andre,0
13,S13E08,Mountain Exhibition,dock,0
13,S13E08,Mountain Exhibition,double oval frame,0
13,S13E08,Mountain Exhibition,farm,0
13,S13E08,Mountain Exhibition,fence,0
13,S13E08,Mountain Exhibition,fire,0
13,S13E08,Mountain Exhibition,florida frame,0
13,S13E08,Mountain Exhibition,flowers,0
13,S13E08,Mountain Exhibition,fog,0
13,S13E08,Mountain Exhibition,framed,0
13,S13E08,Mountain Exhibition,grass,1
13,S13E08,Mountain Exhibition,guest,0
13,S13E08,Mountain Exhibition,half circle frame,0
13,S13E08,Mountain Exhibition,half oval frame,0
13,S13E08,Mountain Exhibition,hills,0
13,S13E08,Mountain Exhibition,lake,0
13,S13E08,Mountain Exhibition,lakes,0
13,S13E08,Mountain Exhibition,lighthouse,0
13,S13E08,Mountain Exhibition,mill,0
13,S13E08,Mountain Exhibition,moon,0
13,S13E08,Mountain Exhibition,mountain,1
13,S13E08,Mountain Exhibition,mountains,1
13,S13E08,Mountain Exhibition,night,0
13,S13E08,Mountain Exhibition,ocean,0
13,S13E08,Mountain Exhibition,oval frame,0
13,S13E08,Mountain Exhibition,palm trees,0
13,S13E08,Mountain Exhibition,path,0
13,S13E08,Mountain Exhibition,person,0
13,S13E08,Mountain Exhibition,portrait,0
13,S13E08,Mountain Exhibition,rectangle 3d frame,0
13,S13E08,Mountain Exhibition,rectangular frame,0
13,S13E08,Mountain Exhibition,river,1
13,S13E08,Mountain Exhibition,rocks,0
13,S13E08,Mountain Exhibition,seashell frame,0
13,S13E08,Mountain Exhibition,snow,0
13,S13E08,Mountain Exhibition,snowy mountain,1
13,S13E08,Mountain Exhibition,split frame,0
13,S13E08,Mountain Exhibition,steve ross,0
13,S13E08,Mountain Exhibition,structure,0
13,S13E08,Mountain Exhibition,sun,0
13,S13E08,Mountain Exhibition,tomb frame,0
13,S13E08,Mountain Exhibition,tree,1
13,S13E08,Mountain Exhibition,trees,1
13,S13E08,Mountain Exhibition,triple frame,0
13,S13E08,Mountain Exhibition,waterfall,0
13,S13E08,Mountain Exhibition,waves,0
13,S13E08,Mountain Exhibition,windmill,0
13,S13E08,Mountain Exhibition,window frame,0
13,S13E08,Mountain Exhibition,winter,0
13,S13E08,Mountain Exhibition,wood framed,0
13,S13E09,Emerald Waters,apple frame,0
13,S13E09,Emerald Waters,aurora borealis,0
13,S13E09,Emerald Waters,barn,0
13,S13E09,Emerald Waters,beach,0
13,S13E09,Emerald Waters,boat,0
13,S13E09,Emerald Waters,bridge,0
13,S13E09,Emerald Waters,building,0
13,S13E09,Emerald Waters,bushes,1
13,S13E09,Emerald Waters,cabin,0
13,S13E09,Emerald Waters,cactus,0
13,S13E09,Emerald Waters,circle frame,0
13,S13E09,Emerald Waters,cirrus,0
13,S13E09,Emerald Waters,cliff,0
13,S13E09,Emerald Waters,clouds,0
13,S13E09,Emerald Waters,conifer,0
13,S13E09,Emerald Waters,cumulus,0
13,S13E09,Emerald Waters,deciduous,1
13,S13E09,Emerald Waters,diane andre,0
13,S13E09,Emerald Waters,dock,0
13,S13E09,Emerald Waters,double oval frame,0
13,S13E09,Emerald Waters,farm,0
13,S13E09,Emerald Waters,fence,0
13,S13E09,Emerald Waters,fire,0
13,S13E09,Emerald Waters,florida frame,0
13,S13E09,Emerald Waters,flowers,0
13,S13E09,Emerald Waters,fog,0
13,S13E09,Emerald Waters,framed,0
13,S13E09,Emerald Waters,grass,0
13,S13E09,Emerald Waters,guest,0
13,S13E09,Emerald Waters,half circle frame,0
13,S13E09,Emerald Waters,half oval frame,0
13,S13E09,Emerald Waters,hills,0
13,S13E09,Emerald Waters,lake,1
13,S13E09,Emerald Waters,lakes,0
13,S13E09,Emerald Waters,lighthouse,0
13,S13E09,Emerald Waters,mill,0
13,S13E09,Emerald Waters,moon,0
13,S13E09,Emerald Waters,mountain,0
13,S13E09,Emerald Waters,mountains,0
13,S13E09,Emerald Waters,night,0
13,S13E09,Emerald Waters,ocean,0
13,S13E09,Emerald Waters,oval frame,0
13,S13E09,Emerald Waters,palm trees,0
13,S13E09,Emerald Waters,path,0
13,S13E09,Emerald Waters,person,0
13,S13E09,Emerald Waters,portrait,0
13,S13E09,Emerald Waters,rectangle 3d frame,0
13,S13E09,Emerald Waters,rectangular frame,0
13,S13E09,Emerald Waters,river,0
13,S13E09,Emerald Waters,rocks,0
13,S13E09,Emerald Waters,seashell frame,0
13,S13E09,Emerald Waters,snow,0
13,S13E09,Emerald Waters,snowy mountain,0
13,S13E09,Emerald Waters,split frame,0
13,S13E09,Emerald Waters,steve ross,0
13,S13E09,Emerald Waters,structure,0
13,S13E09,Emerald Waters,sun,0
13,S13E09,Emerald Waters,tomb frame,0
13,S13E09,Emerald Waters,tree,1
13,S13E09,Emerald Waters,trees,1
13,S13E09,Emerald Waters,triple frame,0
13,S13E09,Emerald Waters,waterfall,0
13,S13E09,Emerald Waters,waves,0
13,S13E09,Emerald Waters,windmill,0
13,S13E09,Emerald Waters,window frame,0
13,S13E09,Emerald Waters,winter,0
13,S13E09,Emerald Waters,wood framed,0
13,S13E10,Mountain Summit,apple frame,0
13,S13E10,Mountain Summit,aurora borealis,0
13,S13E10,Mountain Summit,barn,0
13,S13E10,Mountain Summit,beach,0
13,S13E10,Mountain Summit,boat,0
13,S13E10,Mountain Summit,bridge,0
13,S13E10,Mountain Summit,building,0
13,S13E10,Mountain Summit,bushes,1
13,S13E10,Mountain Summit,cabin,0
13,S13E10,Mountain Summit,cactus,0
13,S13E10,Mountain Summit,circle frame,0
13,S13E10,Mountain Summit,cirrus,0
13,S13E10,Mountain Summit,cliff,0
13,S13E10,Mountain Summit,clouds,1
13,S13E10,Mountain Summit,conifer,1
13,S13E10,Mountain Summit,cumulus,1
13,S13E10,Mountain Summit,deciduous,1
13,S13E10,Mountain Summit,diane andre,0
13,S13E10,Mountain Summit,dock,0
13,S13E10,Mountain Summit,double oval frame,0
13,S13E10,Mountain Summit,farm,0
13,S13E10,Mountain Summit,fence,0
13,S13E10,Mountain Summit,fire,0
13,S13E10,Mountain Summit,florida frame,0
13,S13E10,Mountain Summit,flowers,0
13,S13E10,Mountain Summit,fog,0
13,S13E10,Mountain Summit,framed,0
13,S13E10,Mountain Summit,grass,0
13,S13E10,Mountain Summit,guest,0
13,S13E10,Mountain Summit,half circle frame,0
13,S13E10,Mountain Summit,half oval frame,0
13,S13E10,Mountain Summit,hills,0
13,S13E10,Mountain Summit,lake,0
13,S13E10,Mountain Summit,lakes,0
13,S13E10,Mountain Summit,lighthouse,0
13,S13E10,Mountain Summit,mill,0
13,S13E10,Mountain Summit,moon,0
13,S13E10,Mountain Summit,mountain,1
13,S13E10,Mountain Summit,mountains,0
13,S13E10,Mountain Summit,night,0
13,S13E10,Mountain Summit,ocean,0
13,S13E10,Mountain Summit,oval frame,0
13,S13E10,Mountain Summit,palm trees,0
13,S13E10,Mountain Summit,path,0
13,S13E10,Mountain Summit,person,0
13,S13E10,Mountain Summit,portrait,0
13,S13E10,Mountain Summit,rectangle 3d frame,0
13,S13E10,Mountain Summit,rectangular frame,0
13,S13E10,Mountain Summit,river,1
13,S13E10,Mountain Summit,rocks,0
13,S13E10,Mountain Summit,seashell frame,0
13,S13E10,Mountain Summit,snow,0
13,S13E10,Mountain Summit,snowy mountain,1
13,S13E10,Mountain Summit,split frame,0
13,S13E10,Mountain Summit,steve ross,0
13,S13E10,Mountain Summit,structure,0
13,S13E10,Mountain Summit,sun,0
13,S13E10,Mountain Summit,tomb frame,0
13,S13E10,Mountain Summit,tree,1
13,S13E10,Mountain Summit,trees,1
13,S13E10,Mountain Summit,triple frame,0
13,S13E10,Mountain Summit,waterfall,0
13,S13E10,Mountain Summit,waves,0
13,S13E10,Mountain Summit,windmill,0
13,S13E10,Mountain Summit,window frame,0
13,S13E10,Mountain Summit,winter,0
13,S13E10,Mountain Summit,wood framed,0
13,S13E11,Cabin Hideaway,apple frame,0
13,S13E11,Cabin Hideaway,aurora borealis,0
13,S13E11,Cabin Hideaway,barn,0
13,S13E11,Cabin Hideaway,beach,0
13,S13E11,Cabin Hideaway,boat,0
13,S13E11,Cabin Hideaway,bridge,0
13,S13E11,Cabin Hideaway,building,0
13,S13E11,Cabin Hideaway,bushes,0
13,S13E11,Cabin Hideaway,cabin,1
13,S13E11,Cabin Hideaway,cactus,0
13,S13E11,Cabin Hideaway,circle frame,0
13,S13E11,Cabin Hideaway,cirrus,0
13,S13E11,Cabin Hideaway,cliff,0
13,S13E11,Cabin Hideaway,clouds,0
13,S13E11,Cabin Hideaway,conifer,1
13,S13E11,Cabin Hideaway,cumulus,0
13,S13E11,Cabin Hideaway,deciduous,1
13,S13E11,Cabin Hideaway,diane andre,0
13,S13E11,Cabin Hideaway,dock,0
13,S13E11,Cabin Hideaway,double oval frame,0
13,S13E11,Cabin Hideaway,farm,0
13,S13E11,Cabin Hideaway,fence,0
13,S13E11,Cabin Hideaway,fire,0
13,S13E11,Cabin Hideaway,florida frame,0
13,S13E11,Cabin Hideaway,flowers,0
13,S13E11,Cabin Hideaway,fog,0
13,S13E11,Cabin Hideaway,framed,0
13,S13E11,Cabin Hideaway,grass,0
13,S13E11,Cabin Hideaway,guest,0
13,S13E11,Cabin Hideaway,half circle frame,0
13,S13E11,Cabin Hideaway,half oval frame,0
13,S13E11,Cabin Hideaway,hills,0
13,S13E11,Cabin Hideaway,lake,1
13,S13E11,Cabin Hideaway,lakes,0
13,S13E11,Cabin Hideaway,lighthouse,0
13,S13E11,Cabin Hideaway,mill,0
13,S13E11,Cabin Hideaway,moon,0
13,S13E11,Cabin Hideaway,mountain,1
13,S13E11,Cabin Hideaway,mountains,1
13,S13E11,Cabin Hideaway,night,0
13,S13E11,Cabin Hideaway,ocean,0
13,S13E11,Cabin Hideaway,oval frame,0
13,S13E11,Cabin Hideaway,palm trees,0
13,S13E11,Cabin Hideaway,path,0
13,S13E11,Cabin Hideaway,person,0
13,S13E11,Cabin Hideaway,portrait,0
13,S13E11,Cabin Hideaway,rectangle 3d frame,0
13,S13E11,Cabin Hideaway,rectangular frame,0
13,S13E11,Cabin Hideaway,river,0
13,S13E11,Cabin Hideaway,rocks,0
13,S13E11,Cabin Hideaway,seashell frame,0
13,S13E11,Cabin Hideaway,snow,1
13,S13E11,Cabin Hideaway,snowy mountain,0
13,S13E11,Cabin Hideaway,split frame,0
13,S13E11,Cabin Hideaway,steve ross,0
13,S13E11,Cabin Hideaway,structure,1
13,S13E11,Cabin Hideaway,sun,0
13,S13E11,Cabin Hideaway,tomb frame,0
13,S13E11,Cabin Hideaway,tree,1
13,S13E11,Cabin Hideaway,trees,1
13,S13E11,Cabin Hideaway,triple frame,0
13,S13E11,Cabin Hideaway,waterfall,0
13,S13E11,Cabin Hideaway,waves,0
13,S13E11,Cabin Hideaway,windmill,0
13,S13E11,Cabin Hideaway,window frame,0
13,S13E11,Cabin Hideaway,winter,1
13,S13E11,Cabin Hideaway,wood framed,0
13,S13E12,Oval Essence,apple frame,0
13,S13E12,Oval Essence,aurora borealis,0
13,S13E12,Oval Essence,barn,0
13,S13E12,Oval Essence,beach,0
13,S13E12,Oval Essence,boat,0
13,S13E12,Oval Essence,bridge,0
13,S13E12,Oval Essence,building,0
13,S13E12,Oval Essence,bushes,0
13,S13E12,Oval Essence,cabin,0
13,S13E12,Oval Essence,cactus,0
13,S13E12,Oval Essence,circle frame,0
13,S13E12,Oval Essence,cirrus,0
13,S13E12,Oval Essence,cliff,0
13,S13E12,Oval Essence,clouds,1
13,S13E12,Oval Essence,conifer,1
13,S13E12,Oval Essence,cumulus,0
13,S13E12,Oval Essence,deciduous,0
13,S13E12,Oval Essence,diane andre,0
13,S13E12,Oval Essence,dock,0
13,S13E12,Oval Essence,double oval frame,0
13,S13E12,Oval Essence,farm,0
13,S13E12,Oval Essence,fence,0
13,S13E12,Oval Essence,fire,0
13,S13E12,Oval Essence,florida frame,0
13,S13E12,Oval Essence,flowers,0
13,S13E12,Oval Essence,fog,0
13,S13E12,Oval Essence,framed,1
13,S13E12,Oval Essence,grass,0
13,S13E12,Oval Essence,guest,0
13,S13E12,Oval Essence,half circle frame,0
13,S13E12,Oval Essence,half oval frame,0
13,S13E12,Oval Essence,hills,0
13,S13E12,Oval Essence,lake,0
13,S13E12,Oval Essence,lakes,0
13,S13E12,Oval Essence,lighthouse,0
13,S13E12,Oval Essence,mill,0
13,S13E12,Oval Essence,moon,0
13,S13E12,Oval Essence,mountain,0
13,S13E12,Oval Essence,mountains,0
13,S13E12,Oval Essence,night,1
13,S13E12,Oval Essence,ocean,1
13,S13E12,Oval Essence,oval frame,1
13,S13E12,Oval Essence,palm trees,0
13,S13E12,Oval Essence,path,0
13,S13E12,Oval Essence,person,0
13,S13E12,Oval Essence,portrait,0
13,S13E12,Oval Essence,rectangle 3d frame,0
13,S13E12,Oval Essence,rectangular frame,0
13,S13E12,Oval Essence,river,0
13,S13E12,Oval Essence,rocks,1
13,S13E12,Oval Essence,seashell frame,0
13,S13E12,Oval Essence,snow,0
13,S13E12,Oval Essence,snowy mountain,0
13,S13E12,Oval Essence,split frame,0
13,S13E12,Oval Essence,steve ross,0
13,S13E12,Oval Essence,structure,0
13,S13E12,Oval Essence,sun,0
13,S13E12,Oval Essence,tomb frame,0
13,S13E12,Oval Essence,tree,1
13,S13E12,Oval Essence,trees,1
13,S13E12,Oval Essence,triple frame,0
13,S13E12,Oval Essence,waterfall,0
13,S13E12,Oval Essence,waves,1
13,S13E12,Oval Essence,windmill,0
13,S13E12,Oval Essence,window frame,0
13,S13E12,Oval Essence,winter,0
13,S13E12,Oval Essence,wood framed,0
13,S13E13,Lost Lake,apple frame,0
13,S13E13,Lost Lake,aurora borealis,0
13,S13E13,Lost Lake,barn,0
13,S13E13,Lost Lake,beach,0
13,S13E13,Lost Lake,boat,0
13,S13E13,Lost Lake,bridge,0
13,S13E13,Lost Lake,building,0
13,S13E13,Lost Lake,bushes,0
13,S13E13,Lost Lake,cabin,0
13,S13E13,Lost Lake,cactus,0
13,S13E13,Lost Lake,circle frame,0
13,S13E13,Lost Lake,cirrus,0
13,S13E13,Lost Lake,cliff,0
13,S13E13,Lost Lake,clouds,0
13,S13E13,Lost Lake,conifer,1
13,S13E13,Lost Lake,cumulus,0
13,S13E13,Lost Lake,deciduous,0
13,S13E13,Lost Lake,diane andre,0
13,S13E13,Lost Lake,dock,0
13,S13E13,Lost Lake,double oval frame,0
13,S13E13,Lost Lake,farm,0
13,S13E13,Lost Lake,fence,0
13,S13E13,Lost Lake,fire,0
13,S13E13,Lost Lake,florida frame,0
13,S13E13,Lost Lake,flowers,0
13,S13E13,Lost Lake,fog,0
13,S13E13,Lost Lake,framed,0
13,S13E13,Lost Lake,grass,1
13,S13E13,Lost Lake,guest,0
13,S13E13,Lost Lake,half circle frame,0
13,S13E13,Lost Lake,half oval frame,0
13,S13E13,Lost Lake,hills,0
13,S13E13,Lost Lake,lake,1
13,S13E13,Lost Lake,lakes,0
13,S13E13,Lost Lake,lighthouse,0
13,S13E13,Lost Lake,mill,0
13,S13E13,Lost Lake,moon,0
13,S13E13,Lost Lake,mountain,1
13,S13E13,Lost Lake,mountains,1
13,S13E13,Lost Lake,night,0
13,S13E13,Lost Lake,ocean,0
13,S13E13,Lost Lake,oval frame,0
13,S13E13,Lost Lake,palm trees,0
13,S13E13,Lost Lake,path,1
13,S13E13,Lost Lake,person,0
13,S13E13,Lost Lake,portrait,0
13,S13E13,Lost Lake,rectangle 3d frame,0
13,S13E13,Lost Lake,rectangular frame,0
13,S13E13,Lost Lake,river,0
13,S13E13,Lost Lake,rocks,0
13,S13E13,Lost Lake,seashell frame,0
13,S13E13,Lost Lake,snow,0
13,S13E13,Lost Lake,snowy mountain,1
13,S13E13,Lost Lake,split frame,0
13,S13E13,Lost Lake,steve ross,0
13,S13E13,Lost Lake,structure,0
13,S13E13,Lost Lake,sun,0
13,S13E13,Lost Lake,tomb frame,0
13,S13E13,Lost Lake,tree,1
13,S13E13,Lost Lake,trees,1
13,S13E13,Lost Lake,triple frame,0
13,S13E13,Lost Lake,waterfall,0
13,S13E13,Lost Lake,waves,0
13,S13E13,Lost Lake,windmill,0
13,S13E13,Lost Lake,window frame,0
13,S13E13,Lost Lake,winter,0
13,S13E13,Lost Lake,wood framed,0
14,S14E01,Distant Mountains,apple frame,0
14,S14E01,Distant Mountains,aurora borealis,0
14,S14E01,Distant Mountains,barn,0
14,S14E01,Distant Mountains,beach,0
14,S14E01,Distant Mountains,boat,0
14,S14E01,Distant Mountains,bridge,0
14,S14E01,Distant Mountains,building,0
14,S14E01,Distant Mountains,bushes,1
14,S14E01,Distant Mountains,cabin,0
14,S14E01,Distant Mountains,cactus,0
14,S14E01,Distant Mountains,circle frame,0
14,S14E01,Distant Mountains,cirrus,0
14,S14E01,Distant Mountains,cliff,0
14,S14E01,Distant Mountains,clouds,1
14,S14E01,Distant Mountains,conifer,1
14,S14E01,Distant Mountains,cumulus,1
14,S14E01,Distant Mountains,deciduous,0
14,S14E01,Distant Mountains,diane andre,0
14,S14E01,Distant Mountains,dock,0
14,S14E01,Distant Mountains,double oval frame,0
14,S14E01,Distant Mountains,farm,0
14,S14E01,Distant Mountains,fence,0
14,S14E01,Distant Mountains,fire,0
14,S14E01,Distant Mountains,florida frame,0
14,S14E01,Distant Mountains,flowers,0
14,S14E01,Distant Mountains,fog,0
14,S14E01,Distant Mountains,framed,0
14,S14E01,Distant Mountains,grass,0
14,S14E01,Distant Mountains,guest,0
14,S14E01,Distant Mountains,half circle frame,0
14,S14E01,Distant Mountains,half oval frame,0
14,S14E01,Distant Mountains,hills,0
14,S14E01,Distant Mountains,lake,1
14,S14E01,Distant Mountains,lakes,0
14,S14E01,Distant Mountains,lighthouse,0
14,S14E01,Distant Mountains,mill,0
14,S14E01,Distant Mountains,moon,0
14,S14E01,Distant Mountains,mountain,1
14,S14E01,Distant Mountains,mountains,1
14,S14E01,Distant Mountains,night,0
14,S14E01,Distant Mountains,ocean,0
14,S14E01,Distant Mountains,oval frame,0
14,S14E01,Distant Mountains,palm trees,0
14,S14E01,Distant Mountains,path,1
14,S14E01,Distant Mountains,person,0
14,S14E01,Distant Mountains,portrait,0
14,S14E01,Distant Mountains,rectangle 3d frame,0
14,S14E01,Distant Mountains,rectangular frame,0
14,S14E01,Distant Mountains,river,0
14,S14E01,Distant Mountains,rocks,0
14,S14E01,Distant Mountains,seashell frame,0
14,S14E01,Distant Mountains,snow,0
14,S14E01,Distant Mountains,snowy mountain,1
14,S14E01,Distant Mountains,split frame,0
14,S14E01,Distant Mountains,steve ross,0
14,S14E01,Distant Mountains,structure,0
14,S14E01,Distant Mountains,sun,0
14,S14E01,Distant Mountains,tomb frame,0
14,S14E01,Distant Mountains,tree,1
14,S14E01,Distant Mountains,trees,1
14,S14E01,Distant Mountains,triple frame,0
14,S14E01,Distant Mountains,waterfall,0
14,S14E01,Distant Mountains,waves,0
14,S14E01,Distant Mountains,windmill,0
14,S14E01,Distant Mountains,window frame,0
14,S14E01,Distant Mountains,winter,0
14,S14E01,Distant Mountains,wood framed,0
14,S14E02,Meadow Brook Surprise,apple frame,0
14,S14E02,Meadow Brook Surprise,aurora borealis,0
14,S14E02,Meadow Brook Surprise,barn,0
14,S14E02,Meadow Brook Surprise,beach,0
14,S14E02,Meadow Brook Surprise,boat,0
14,S14E02,Meadow Brook Surprise,bridge,0
14,S14E02,Meadow Brook Surprise,building,0
14,S14E02,Meadow Brook Surprise,bushes,0
14,S14E02,Meadow Brook Surprise,cabin,0
14,S14E02,Meadow Brook Surprise,cactus,0
14,S14E02,Meadow Brook Surprise,circle frame,0
14,S14E02,Meadow Brook Surprise,cirrus,0
14,S14E02,Meadow Brook Surprise,cliff,0
14,S14E02,Meadow Brook Surprise,clouds,0
14,S14E02,Meadow Brook Surprise,conifer,1
14,S14E02,Meadow Brook Surprise,cumulus,0
14,S14E02,Meadow Brook Surprise,deciduous,0
14,S14E02,Meadow Brook Surprise,diane andre,0
14,S14E02,Meadow Brook Surprise,dock,0
14,S14E02,Meadow Brook Surprise,double oval frame,0
14,S14E02,Meadow Brook Surprise,farm,0
14,S14E02,Meadow Brook Surprise,fence,0
14,S14E02,Meadow Brook Surprise,fire,0
14,S14E02,Meadow Brook Surprise,florida frame,0
14,S14E02,Meadow Brook Surprise,flowers,0
14,S14E02,Meadow Brook Surprise,fog,0
14,S14E02,Meadow Brook Surprise,framed,0
14,S14E02,Meadow Brook Surprise,grass,1
14,S14E02,Meadow Brook Surprise,guest,0
14,S14E02,Meadow Brook Surprise,half circle frame,0
14,S14E02,Meadow Brook Surprise,half oval frame,0
14,S14E02,Meadow Brook Surprise,hills,0
14,S14E02,Meadow Brook Surprise,lake,0
14,S14E02,Meadow Brook Surprise,lakes,0
14,S14E02,Meadow Brook Surprise,lighthouse,0
14,S14E02,Meadow Brook Surprise,mill,0
14,S14E02,Meadow Brook Surprise,moon,0
14,S14E02,Meadow Brook Surprise,mountain,0
14,S14E02,Meadow Brook Surprise,mountains,0
14,S14E02,Meadow Brook Surprise,night,0
14,S14E02,Meadow Brook Surprise,ocean,0
14,S14E02,Meadow Brook Surprise,oval frame,0
14,S14E02,Meadow Brook Surprise,palm trees,0
14,S14E02,Meadow Brook Surprise,path,0
14,S14E02,Meadow Brook Surprise,person,0
14,S14E02,Meadow Brook Surprise,portrait,0
14,S14E02,Meadow Brook Surprise,rectangle 3d frame,0
14,S14E02,Meadow Brook Surprise,rectangular frame,0
14,S14E02,Meadow Brook Surprise,river,1
14,S14E02,Meadow Brook Surprise,rocks,0
14,S14E02,Meadow Brook Surprise,seashell frame,0
14,S14E02,Meadow Brook Surprise,snow,0
14,S14E02,Meadow Brook Surprise,snowy mountain,0
14,S14E02,Meadow Brook Surprise,split frame,0
14,S14E02,Meadow Brook Surprise,steve ross,0
14,S14E02,Meadow Brook Surprise,structure,0
14,S14E02,Meadow Brook Surprise,sun,0
14,S14E02,Meadow Brook Surprise,tomb frame,0
14,S14E02,Meadow Brook Surprise,tree,1
14,S14E02,Meadow Brook Surprise,trees,1
14,S14E02,Meadow Brook Surprise,triple frame,0
14,S14E02,Meadow Brook Surprise,waterfall,0
14,S14E02,Meadow Brook Surprise,waves,0
14,S14E02,Meadow Brook Surprise,windmill,0
14,S14E02,Meadow Brook Surprise,window frame,0
14,S14E02,Meadow Brook Surprise,winter,0
14,S14E02,Meadow Brook Surprise,wood framed,0
14,S14E03,Mountain Moonlight Oval,apple frame,0
14,S14E03,Mountain Moonlight Oval,aurora borealis,0
14,S14E03,Mountain Moonlight Oval,barn,0
14,S14E03,Mountain Moonlight Oval,beach,0
14,S14E03,Mountain Moonlight Oval,boat,0
14,S14E03,Mountain Moonlight Oval,bridge,0
14,S14E03,Mountain Moonlight Oval,building,0
14,S14E03,Mountain Moonlight Oval,bushes,0
14,S14E03,Mountain Moonlight Oval,cabin,0
14,S14E03,Mountain Moonlight Oval,cactus,0
14,S14E03,Mountain Moonlight Oval,circle frame,0
14,S14E03,Mountain Moonlight Oval,cirrus,0
14,S14E03,Mountain Moonlight Oval,cliff,0
14,S14E03,Mountain Moonlight Oval,clouds,0
14,S14E03,Mountain Moonlight Oval,conifer,1
14,S14E03,Mountain Moonlight Oval,cumulus,0
14,S14E03,Mountain Moonlight Oval,deciduous,1
14,S14E03,Mountain Moonlight Oval,diane andre,0
14,S14E03,Mountain Moonlight Oval,dock,0
14,S14E03,Mountain Moonlight Oval,double oval frame,0
14,S14E03,Mountain Moonlight Oval,farm,0
14,S14E03,Mountain Moonlight Oval,fence,0
14,S14E03,Mountain Moonlight Oval,fire,0
14,S14E03,Mountain Moonlight Oval,florida frame,0
14,S14E03,Mountain Moonlight Oval,flowers,0
14,S14E03,Mountain Moonlight Oval,fog,0
14,S14E03,Mountain Moonlight Oval,framed,1
14,S14E03,Mountain Moonlight Oval,grass,1
14,S14E03,Mountain Moonlight Oval,guest,0
14,S14E03,Mountain Moonlight Oval,half circle frame,0
14,S14E03,Mountain Moonlight Oval,half oval frame,0
14,S14E03,Mountain Moonlight Oval,hills,0
14,S14E03,Mountain Moonlight Oval,lake,0
14,S14E03,Mountain Moonlight Oval,lakes,0
14,S14E03,Mountain Moonlight Oval,lighthouse,0
14,S14E03,Mountain Moonlight Oval,mill,0
14,S14E03,Mountain Moonlight Oval,moon,0
14,S14E03,Mountain Moonlight Oval,mountain,1
14,S14E03,Mountain Moonlight Oval,mountains,1
14,S14E03,Mountain Moonlight Oval,night,1
14,S14E03,Mountain Moonlight Oval,ocean,0
14,S14E03,Mountain Moonlight Oval,oval frame,1
14,S14E03,Mountain Moonlight Oval,palm trees,0
14,S14E03,Mountain Moonlight Oval,path,0
14,S14E03,Mountain Moonlight Oval,person,0
14,S14E03,Mountain Moonlight Oval,portrait,0
14,S14E03,Mountain Moonlight Oval,rectangle 3d frame,0
14,S14E03,Mountain Moonlight Oval,rectangular frame,0
14,S14E03,Mountain Moonlight Oval,river,0
14,S14E03,Mountain Moonlight Oval,rocks,0
14,S14E03,Mountain Moonlight Oval,seashell frame,0
14,S14E03,Mountain Moonlight Oval,snow,0
14,S14E03,Mountain Moonlight Oval,snowy mountain,0
